Starting at 2016-04-04 23:04:05.238902...

	
Parameters:	
Table:claim_events_simple	
Limit Infrequent Events: 1	
Limit Infrequent Pairs: 1	
Prune KL-Divergence: False	
Window: 24	
Laplace Pseudocounts: 1	
P-value Threshold: 0.05	

Found:0 Checked:1 Candidates:10282  (AllegedRemoved AssRouteToOffice)
Found:0 Checked:64 Candidates:10219  (applyCreditSubmit RefSentPD)
Found:0 Checked:65 Candidates:10218  (applyCreditSubmit RefSentPDVE)
Found:0 Checked:66 Candidates:10217  (applyCreditSubmit RefSentRental)
Found:0 Checked:67 Candidates:10216  (applyCreditSubmit RefSentSalvage)
Found:0 Checked:68 Candidates:10215  (applyCreditSubmit Rental)
Found:0 Checked:69 Candidates:10214  (applyCreditSubmit ReviewRemFromInbox)
Found:0 Checked:70 Candidates:10213  (applyCreditSubmit RouteToInbox)
Found:0 Checked:71 Candidates:10212  (applyCreditSubmit SuspendedItem)
Found:0 Checked:72 Candidates:10211  (applyCreditSubmit Suspense)
Found:0 Checked:73 Candidates:10210  (applyCreditSubmit TLWCompleteTtlLoss)
Found:0 Checked:74 Candidates:10209  (applyCreditSubmit TLWReopened)
Found:0 Checked:75 Candidates:10208  (applyCreditSubmit UnsuspendedItem)
Found:0 Checked:76 Candidates:10207  (applyCreditSubmit Vehicle)
Found:0 Checked:77 Candidates:10206  (applyCreditSubmit VehicleEdited)
Found:0 Checked:78 Candidates:10205  (applyCreditSubmit VehSlvgLogCompltd)
Found:0 Checked:79 Candidates:10204  (AssociatedToClaim applyCreditSubmit)
Found:0 Checked:80 Candidates:10203  (AssociatedToClaim AssociatedToClaim)
Found:0 Checked:81 Candidates:10202  (AssociatedToClaim AssociatedToParty)
Found:0 Checked:82 Candidates:10201  (AssociatedToClaim AssReRouteOffice)
Found:0 Checked:83 Candidates:10200  (AssociatedToClaim AssReRouteQueue)
Found:0 Checked:84 Candidates:10199  (AssociatedToClaim AssRouteToOffice)
Found:0 Checked:85 Candidates:10198  (AssociatedToClaim AssToFileHandler)
Found:0 Checked:86 Candidates:10197  (AssociatedToClaim AudatexReceipt)
Found:0 Checked:87 Candidates:10196  (AssociatedToClaim ChangedDocType)
Found:0 Checked:88 Candidates:10195  (AssociatedToClaim ChangedfromParty)
Found:0 Checked:89 Candidates:10194  (AssociatedToClaim ChangedtoParty)
Found:0 Checked:90 Candidates:10193  (AssociatedToClaim ClaimActivityLog)
Found:0 Checked:91 Candidates:10192  (AssociatedToClaim ClaimClosed)
Found:0 Checked:92 Candidates:10191  (AssociatedToClaim ClaimEdited)
Found:0 Checked:93 Candidates:10190  (AssociatedToClaim ClaimReopened)
Found:0 Checked:94 Candidates:10189  (AssociatedToClaim ClaimReported)
Found:0 Checked:95 Candidates:10188  (AssociatedToClaim ClaimSecured)
Found:0 Checked:96 Candidates:10187  (AssociatedToClaim ClaimSentToLFS)
Found:0 Checked:97 Candidates:10186  (AssociatedToClaim ClaimSetup)
Found:0 Checked:98 Candidates:10185  (AssociatedToClaim ClaimSummary)
Found:0 Checked:99 Candidates:10184  (AssociatedToClaim ClaimUnsecured)
Found:0 Checked:100 Candidates:10183  (AssociatedToClaim Contact)
Found:0 Checked:101 Candidates:10182  (AssociatedToClaim COPSCarAsgSentCRP)
Found:0 Checked:102 Candidates:10181  (AssociatedToClaim COPSCarAsgSentPDR)
Found:0 Checked:103 Candidates:10180  (AssociatedToClaim CorrAssignToHndler)
Found:0 Checked:104 Candidates:10179  (AssociatedToClaim Correspondencsent)
Found:0 Checked:105 Candidates:10178  (AssociatedToClaim Coverage)
Found:0 Checked:106 Candidates:10177  (AssociatedToClaim DocAddInProgress)
Found:0 Checked:107 Candidates:10176  (AssociatedToClaim DocumentAdded)
Found:0 Checked:108 Candidates:10175  (AssociatedToClaim DocumentFiled)
Found:0 Checked:109 Candidates:10174  (AssociatedToClaim EOBSent)
Found:0 Checked:110 Candidates:10173  (AssociatedToClaim EORSent)
Found:0 Checked:111 Candidates:10172  (AssociatedToClaim FYISent)
Found:0 Checked:112 Candidates:10171  (AssociatedToClaim grpPymtSubmit)
Found:0 Checked:113 Candidates:10170  (AssociatedToClaim Inbound)
Found:0 Checked:114 Candidates:10169  (AssociatedToClaim InitialContact)
Found:0 Checked:115 Candidates:10168  (AssociatedToClaim IsoAutUpdRpt)
Found:0 Checked:116 Candidates:10167  (AssociatedToClaim IsoDataErrRpt)
Found:0 Checked:117 Candidates:10166  (AssociatedToClaim IsoMatchRpt)
Found:0 Checked:118 Candidates:10165  (AssociatedToClaim IsoNoMatchRpt)
Found:0 Checked:119 Candidates:10164  (AssociatedToClaim ItemCompleteDenial)
Found:0 Checked:120 Candidates:10163  (AssociatedToClaim ItmReAssToFHndler)
Found:0 Checked:121 Candidates:10162  (AssociatedToClaim LiabilityAnalysis)
Found:0 Checked:122 Candidates:10161  (AssociatedToClaim makePaymentSubmit)
Found:0 Checked:123 Candidates:10160  (AssociatedToClaim ManualDeny)
Found:0 Checked:124 Candidates:10159  (AssociatedToClaim ManualPayment)
Found:0 Checked:125 Candidates:10158  (AssociatedToClaim Medical)
Found:0 Checked:126 Candidates:10157  (AssociatedToClaim Medicare)
Found:0 Checked:127 Candidates:10156  (AssociatedToClaim MedicareNotify)
Found:0 Checked:128 Candidates:10155  (AssociatedToClaim MovefromClaim)
Found:0 Checked:129 Candidates:10154  (AssociatedToClaim MoveFromInvstigatn)
Found:0 Checked:130 Candidates:10153  (AssociatedToClaim MovefromParty)
Found:0 Checked:131 Candidates:10152  (AssociatedToClaim MovetoClaim)
Found:0 Checked:132 Candidates:10151  (AssociatedToClaim MovetoParty)
Found:0 Checked:133 Candidates:10150  (AssociatedToClaim MultDocAddBegin)
Found:0 Checked:134 Candidates:10149  (AssociatedToClaim MultipleDocAdded)
Found:0 Checked:135 Candidates:10148  (AssociatedToClaim MutliEOBSent)
Found:0 Checked:136 Candidates:10147  (AssociatedToClaim NoteTrnsFrm)
Found:0 Checked:137 Candidates:10146  (AssociatedToClaim Outbound)
Found:0 Checked:138 Candidates:10145  (AssociatedToClaim OwRetTLWComTtlLoss)
Found:0 Checked:139 Candidates:10144  (AssociatedToClaim PartyAdded)
Found:0 Checked:140 Candidates:10143  (AssociatedToClaim PartyEdited)
Found:0 Checked:141 Candidates:10142  (AssociatedToClaim PaymentBlockSet)
Found:0 Checked:142 Candidates:10141  (AssociatedToClaim PerilActivity)
Found:0 Checked:143 Candidates:10140  (AssociatedToClaim Perils/Reserves)
Found:0 Checked:144 Candidates:10139  (AssociatedToClaim PhvcNotice)
Found:0 Checked:145 Candidates:10138  (AssociatedToClaim RcvdTranscriptn)
Found:0 Checked:146 Candidates:10137  (AssociatedToClaim ReasonforEscalation)
Found:0 Checked:147 Candidates:10136  (AssociatedToClaim ReceiptItem)
Found:0 Checked:148 Candidates:10135  (AssociatedToClaim RecordedStatementSu)
Found:0 Checked:149 Candidates:10134  (AssociatedToClaim recordManualPymt)
Found:0 Checked:150 Candidates:10133  (AssociatedToClaim RefAssign)
Found:0 Checked:151 Candidates:10132  (AssociatedToClaim RefCompPDVE)
Found:0 Checked:152 Candidates:10131  (AssociatedToClaim Referral)
Found:0 Checked:153 Candidates:10130  (AssociatedToClaim RefRemFromInbox)
Found:0 Checked:154 Candidates:10129  (AssociatedToClaim RefRespAuthority)
Found:0 Checked:155 Candidates:10128  (AssociatedToClaim RefRespBTCD)
Found:0 Checked:156 Candidates:10127  (AssociatedToClaim RefRespCSLT)
Found:0 Checked:157 Candidates:10126  (AssociatedToClaim RefRespFS)
Found:0 Checked:158 Candidates:10125  (AssociatedToClaim RefRespGeneral)
Found:0 Checked:159 Candidates:10124  (AssociatedToClaim RefRespPD)
Found:0 Checked:160 Candidates:10123  (AssociatedToClaim RefRespPDVE)
Found:0 Checked:161 Candidates:10122  (AssociatedToClaim RefRespPoliceFire)
Found:0 Checked:162 Candidates:10121  (AssociatedToClaim RefRespRCC)
Found:0 Checked:163 Candidates:10120  (AssociatedToClaim RefRespRental)
Found:0 Checked:164 Candidates:10119  (AssociatedToClaim RefRespSalvage)
Found:0 Checked:165 Candidates:10118  (AssociatedToClaim RefSentAuthority)
Found:0 Checked:166 Candidates:10117  (AssociatedToClaim RefSentBTCD)
Found:0 Checked:167 Candidates:10116  (AssociatedToClaim RefSentCRD)
Found:0 Checked:168 Candidates:10115  (AssociatedToClaim RefSentCSLT)
Found:0 Checked:169 Candidates:10114  (AssociatedToClaim RefSentFS)
Found:0 Checked:170 Candidates:10113  (AssociatedToClaim RefSentGeneral)
Found:0 Checked:171 Candidates:10112  (AssociatedToClaim RefSentPD)
Found:0 Checked:172 Candidates:10111  (AssociatedToClaim RefSentPDVE)
Found:0 Checked:173 Candidates:10110  (AssociatedToClaim RefSentPoliceFire)
Found:0 Checked:174 Candidates:10109  (AssociatedToClaim RefSentRCC)
Found:0 Checked:175 Candidates:10108  (AssociatedToClaim RefSentRental)
Found:0 Checked:176 Candidates:10107  (AssociatedToClaim RefSentSalvage)
Found:0 Checked:177 Candidates:10106  (AssociatedToClaim Rental)
Found:0 Checked:178 Candidates:10105  (AssociatedToClaim ReturnFrBillAudit)
Found:0 Checked:179 Candidates:10104  (AssociatedToClaim ReviewRemFromInbox)
Distribution for (AssociatedToClaim 1,2 ReviewRemFromInbox)
N_a: 101, N_ab: 18, Critical interval: ((1, 2)), P(success): 0.1034, p_value: 0.0152

Found:1 Checked:180 Candidates:10311  (AssociatedToClaim RouteToInbox)
Found:1 Checked:181 Candidates:10310  (AssociatedToClaim RouteToUnAssiMail)
Found:1 Checked:182 Candidates:10309  (AssociatedToClaim Salvage)
Found:1 Checked:183 Candidates:10308  (AssociatedToClaim SendTransHigh)
Found:1 Checked:184 Candidates:10307  (AssociatedToClaim SentToBillAudit)
Found:1 Checked:185 Candidates:10306  (AssociatedToClaim SetupEbillParty)
Found:1 Checked:186 Candidates:10305  (AssociatedToClaim SuspendedItem)
Found:1 Checked:187 Candidates:10304  (AssociatedToClaim Suspense)
Distribution for (AssociatedToClaim 1,3 Suspense)
N_a: 33, N_ab: 6, Critical interval: ((1, 3)), P(success): 0.0721, p_value: 0.0288

Found:2 Checked:188 Candidates:10445  (AssociatedToClaim TLWCompleteReprble)
Found:2 Checked:189 Candidates:10444  (AssociatedToClaim TLWCompleteTtlLoss)
Found:2 Checked:190 Candidates:10443  (AssociatedToClaim UnsuspendedItem)
Found:2 Checked:191 Candidates:10442  (AssociatedToClaim updtPymtVoid)
Found:2 Checked:192 Candidates:10441  (AssociatedToClaim Vehicle)
Found:2 Checked:193 Candidates:10440  (AssociatedToClaim VehicleEdited)
Found:2 Checked:194 Candidates:10439  (AssociatedToClaim VehSlvgLogCompltd)
Found:2 Checked:195 Candidates:10438  (AssociatedToClaim XPayAuthApprv)
Found:2 Checked:196 Candidates:10437  (AssociatedToClaim XPayAuthLimit)
Found:2 Checked:197 Candidates:10436  (AssociatedToParty applyCreditSubmit)
Found:2 Checked:198 Candidates:10435  (AssociatedToParty AssociatedToClaim)
Found:2 Checked:199 Candidates:10434  (AssociatedToParty AssociatedToParty)
Found:2 Checked:200 Candidates:10433  (AssociatedToParty AssReRouteOffice)
Found:2 Checked:201 Candidates:10432  (AssociatedToParty AssReRouteQueue)
Found:2 Checked:202 Candidates:10431  (AssociatedToParty AssRouteToOffice)
Found:2 Checked:203 Candidates:10430  (AssociatedToParty AssToFileHandler)
Found:2 Checked:204 Candidates:10429  (AssociatedToParty AudatexReceipt)
Found:2 Checked:205 Candidates:10428  (AssociatedToParty ChangedDocType)
Found:2 Checked:206 Candidates:10427  (AssociatedToParty ChangedfromParty)
Found:2 Checked:207 Candidates:10426  (AssociatedToParty ChangedtoParty)
Found:2 Checked:208 Candidates:10425  (AssociatedToParty ClaimActivityLog)
Found:2 Checked:209 Candidates:10424  (AssociatedToParty ClaimClosed)
Found:2 Checked:210 Candidates:10423  (AssociatedToParty ClaimEdited)
Found:2 Checked:211 Candidates:10422  (AssociatedToParty ClaimReopened)
Found:2 Checked:212 Candidates:10421  (AssociatedToParty ClaimReported)
Found:2 Checked:213 Candidates:10420  (AssociatedToParty ClaimSecured)
Found:2 Checked:214 Candidates:10419  (AssociatedToParty ClaimSentToLFS)
Found:2 Checked:215 Candidates:10418  (AssociatedToParty ClaimSetup)
Found:2 Checked:216 Candidates:10417  (AssociatedToParty ClaimSummary)
Found:2 Checked:217 Candidates:10416  (AssociatedToParty ClaimUnsecured)
Found:2 Checked:218 Candidates:10415  (AssociatedToParty Contact)
Found:2 Checked:219 Candidates:10414  (AssociatedToParty COPSCarAsgSentCRP)
Found:2 Checked:220 Candidates:10413  (AssociatedToParty COPSCarAsgSentPDR)
Found:2 Checked:221 Candidates:10412  (AssociatedToParty Correspondencsent)
Found:2 Checked:222 Candidates:10411  (AssociatedToParty Coverage)
Found:2 Checked:223 Candidates:10410  (AssociatedToParty DocAddInProgress)
Found:2 Checked:224 Candidates:10409  (AssociatedToParty DocumentAdded)
Found:2 Checked:225 Candidates:10408  (AssociatedToParty DocumentFiled)
Found:2 Checked:226 Candidates:10407  (AssociatedToParty EOBSent)
Found:2 Checked:227 Candidates:10406  (AssociatedToParty EORSent)
Found:2 Checked:228 Candidates:10405  (AssociatedToParty FYISent)
Found:2 Checked:229 Candidates:10404  (AssociatedToParty grpPymtSubmit)
Found:2 Checked:230 Candidates:10403  (AssociatedToParty Inbound)
Found:2 Checked:231 Candidates:10402  (AssociatedToParty InitialContact)
Found:2 Checked:232 Candidates:10401  (AssociatedToParty IsoAutUpdRpt)
Found:2 Checked:233 Candidates:10400  (AssociatedToParty IsoDataErrRpt)
Found:2 Checked:234 Candidates:10399  (AssociatedToParty IsoMatchRpt)
Found:2 Checked:235 Candidates:10398  (AssociatedToParty IsoNoMatchRpt)
Found:2 Checked:236 Candidates:10397  (AssociatedToParty ItemCompleteDenial)
Found:2 Checked:237 Candidates:10396  (AssociatedToParty ItmReAssToFHndler)
Found:2 Checked:238 Candidates:10395  (AssociatedToParty LiabilityAnalysis)
Found:2 Checked:239 Candidates:10394  (AssociatedToParty makePaymentSubmit)
Found:2 Checked:240 Candidates:10393  (AssociatedToParty ManualDeny)
Found:2 Checked:241 Candidates:10392  (AssociatedToParty ManualPayment)
Found:2 Checked:242 Candidates:10391  (AssociatedToParty Medical)
Found:2 Checked:243 Candidates:10390  (AssociatedToParty Medicare)
Found:2 Checked:244 Candidates:10389  (AssociatedToParty MedicareNotify)
Found:2 Checked:245 Candidates:10388  (AssociatedToParty MoveFromInvstigatn)
Found:2 Checked:246 Candidates:10387  (AssociatedToParty MovefromParty)
Found:2 Checked:247 Candidates:10386  (AssociatedToParty MovetoParty)
Found:2 Checked:248 Candidates:10385  (AssociatedToParty MultDocAddBegin)
Found:2 Checked:249 Candidates:10384  (AssociatedToParty MultipleDocAdded)
Found:2 Checked:250 Candidates:10383  (AssociatedToParty MutliEOBSent)
Found:2 Checked:251 Candidates:10382  (AssociatedToParty Outbound)
Found:2 Checked:252 Candidates:10381  (AssociatedToParty OwRetTLWComTtlLoss)
Found:2 Checked:253 Candidates:10380  (AssociatedToParty PartyAdded)
Found:2 Checked:254 Candidates:10379  (AssociatedToParty PartyEdited)
Found:2 Checked:255 Candidates:10378  (AssociatedToParty PerilActivity)
Found:2 Checked:256 Candidates:10377  (AssociatedToParty Perils/Reserves)
Found:2 Checked:257 Candidates:10376  (AssociatedToParty PhvcNotice)
Found:2 Checked:258 Candidates:10375  (AssociatedToParty RcvdTranscriptn)
Found:2 Checked:259 Candidates:10374  (AssociatedToParty ReasonforEscalation)
Found:2 Checked:260 Candidates:10373  (AssociatedToParty ReceiptItem)
Found:2 Checked:261 Candidates:10372  (AssociatedToParty recordManualPymt)
Found:2 Checked:262 Candidates:10371  (AssociatedToParty RefAssign)
Found:2 Checked:263 Candidates:10370  (AssociatedToParty RefCompPDVE)
Found:2 Checked:264 Candidates:10369  (AssociatedToParty Referral)
Found:2 Checked:265 Candidates:10368  (AssociatedToParty RefRemFromInbox)
Found:2 Checked:266 Candidates:10367  (AssociatedToParty RefRespAuthority)
Found:2 Checked:267 Candidates:10366  (AssociatedToParty RefRespBTCD)
Found:2 Checked:268 Candidates:10365  (AssociatedToParty RefRespCSLT)
Found:2 Checked:269 Candidates:10364  (AssociatedToParty RefRespFS)
Found:2 Checked:270 Candidates:10363  (AssociatedToParty RefRespGeneral)
Found:2 Checked:271 Candidates:10362  (AssociatedToParty RefRespPD)
Found:2 Checked:272 Candidates:10361  (AssociatedToParty RefRespPDVE)
Found:2 Checked:273 Candidates:10360  (AssociatedToParty RefRespPoliceFire)
Found:2 Checked:274 Candidates:10359  (AssociatedToParty RefRespRental)
Found:2 Checked:275 Candidates:10358  (AssociatedToParty RefRespSalvage)
Found:2 Checked:276 Candidates:10357  (AssociatedToParty RefSentAuthority)
Found:2 Checked:277 Candidates:10356  (AssociatedToParty RefSentBTCD)
Found:2 Checked:278 Candidates:10355  (AssociatedToParty RefSentCRD)
Found:2 Checked:279 Candidates:10354  (AssociatedToParty RefSentCSLT)
Found:2 Checked:280 Candidates:10353  (AssociatedToParty RefSentFS)
Found:2 Checked:281 Candidates:10352  (AssociatedToParty RefSentGeneral)
Found:2 Checked:282 Candidates:10351  (AssociatedToParty RefSentPD)
Found:2 Checked:283 Candidates:10350  (AssociatedToParty RefSentPDVE)
Found:2 Checked:284 Candidates:10349  (AssociatedToParty RefSentPoliceFire)
Found:2 Checked:285 Candidates:10348  (AssociatedToParty RefSentRental)
Found:2 Checked:286 Candidates:10347  (AssociatedToParty RefSentSalvage)
Found:2 Checked:287 Candidates:10346  (AssociatedToParty Rental)
Found:2 Checked:288 Candidates:10345  (AssociatedToParty ReturnFrBillAudit)
Found:2 Checked:289 Candidates:10344  (AssociatedToParty ReviewRemFromInbox)
Distribution for (AssociatedToParty 1,2 ReviewRemFromInbox)
N_a: 90, N_ab: 17, Critical interval: ((1, 2)), P(success): 0.1020, p_value: 0.0090

Found:3 Checked:290 Candidates:10547  (AssociatedToParty RouteToInbox)
Found:3 Checked:291 Candidates:10546  (AssociatedToParty RouteToUnAssiMail)
Found:3 Checked:292 Candidates:10545  (AssociatedToParty Salvage)
Found:3 Checked:293 Candidates:10544  (AssociatedToParty SendTransHigh)
Found:3 Checked:294 Candidates:10543  (AssociatedToParty SentToBillAudit)
Found:3 Checked:295 Candidates:10542  (AssociatedToParty SetupEbillParty)
Found:3 Checked:296 Candidates:10541  (AssociatedToParty SuspendedItem)
Found:3 Checked:297 Candidates:10540  (AssociatedToParty Suspense)
Distribution for (AssociatedToParty 1,3 Suspense)
N_a: 33, N_ab: 6, Critical interval: ((1, 3)), P(success): 0.0721, p_value: 0.0288

Found:4 Checked:298 Candidates:10685  (AssociatedToParty TLWCompleteReprble)
Found:4 Checked:299 Candidates:10684  (AssociatedToParty TLWCompleteTtlLoss)
Found:4 Checked:300 Candidates:10683  (AssociatedToParty UnsuspendedItem)
Found:4 Checked:301 Candidates:10682  (AssociatedToParty updtPymtVoid)
Found:4 Checked:302 Candidates:10681  (AssociatedToParty Vehicle)
Found:4 Checked:303 Candidates:10680  (AssociatedToParty VehicleEdited)
Found:4 Checked:304 Candidates:10679  (AssociatedToParty VehSlvgLogCompltd)
Found:4 Checked:305 Candidates:10678  (AssociatedToParty XPayAuthApprv)
Found:4 Checked:306 Candidates:10677  (AssociatedToParty XPayAuthLimit)
Found:4 Checked:307 Candidates:10676  (AssReRouteOffice AssociatedToClaim)
Found:4 Checked:308 Candidates:10675  (AssReRouteOffice AssociatedToParty)
Found:4 Checked:309 Candidates:10674  (AssReRouteOffice AssReRouteOffice)
Found:4 Checked:310 Candidates:10673  (AssReRouteOffice AssRouteToOffice)
Found:4 Checked:311 Candidates:10672  (AssReRouteOffice AssToFileHandler)
Found:4 Checked:312 Candidates:10671  (AssReRouteOffice AudatexReceipt)
Found:4 Checked:313 Candidates:10670  (AssReRouteOffice ChangedfromParty)
Found:4 Checked:314 Candidates:10669  (AssReRouteOffice ChangedtoParty)
Found:4 Checked:315 Candidates:10668  (AssReRouteOffice ClaimActivityLog)
Found:4 Checked:316 Candidates:10667  (AssReRouteOffice ClaimClosed)
Found:4 Checked:317 Candidates:10666  (AssReRouteOffice ClaimEdited)
Found:4 Checked:318 Candidates:10665  (AssReRouteOffice ClaimReopened)
Found:4 Checked:319 Candidates:10664  (AssReRouteOffice ClaimReported)
Found:4 Checked:320 Candidates:10663  (AssReRouteOffice ClaimSentToLFS)
Found:4 Checked:321 Candidates:10662  (AssReRouteOffice ClaimSetup)
Found:4 Checked:322 Candidates:10661  (AssReRouteOffice ClaimSummary)
Found:4 Checked:323 Candidates:10660  (AssReRouteOffice Contact)
Found:4 Checked:324 Candidates:10659  (AssReRouteOffice COPSCarAsgSentCRP)
Found:4 Checked:325 Candidates:10658  (AssReRouteOffice Correspondencsent)
Found:4 Checked:326 Candidates:10657  (AssReRouteOffice DocAddInProgress)
Found:4 Checked:327 Candidates:10656  (AssReRouteOffice DocumentAdded)
Found:4 Checked:328 Candidates:10655  (AssReRouteOffice FYISent)
Found:4 Checked:329 Candidates:10654  (AssReRouteOffice Inbound)
Found:4 Checked:330 Candidates:10653  (AssReRouteOffice InitialContact)
Found:4 Checked:331 Candidates:10652  (AssReRouteOffice ItmReAssToFHndler)
Found:4 Checked:332 Candidates:10651  (AssReRouteOffice LiabilityAnalysis)
Found:4 Checked:333 Candidates:10650  (AssReRouteOffice makePaymentSubmit)
Found:4 Checked:334 Candidates:10649  (AssReRouteOffice Medical)
Found:4 Checked:335 Candidates:10648  (AssReRouteOffice Medicare)
Found:4 Checked:336 Candidates:10647  (AssReRouteOffice MedicareNotify)
Found:4 Checked:337 Candidates:10646  (AssReRouteOffice MovefromParty)
Found:4 Checked:338 Candidates:10645  (AssReRouteOffice MovetoParty)
Found:4 Checked:339 Candidates:10644  (AssReRouteOffice Outbound)
Found:4 Checked:340 Candidates:10643  (AssReRouteOffice PartyAdded)
Found:4 Checked:341 Candidates:10642  (AssReRouteOffice PartyEdited)
Found:4 Checked:342 Candidates:10641  (AssReRouteOffice PerilActivity)
Found:4 Checked:343 Candidates:10640  (AssReRouteOffice PhvcNotice)
Found:4 Checked:344 Candidates:10639  (AssReRouteOffice RcvdTranscriptn)
Found:4 Checked:345 Candidates:10638  (AssReRouteOffice ReceiptItem)
Found:4 Checked:346 Candidates:10637  (AssReRouteOffice Referral)
Found:4 Checked:347 Candidates:10636  (AssReRouteOffice RefRemFromInbox)
Found:4 Checked:348 Candidates:10635  (AssReRouteOffice RefRespBTCD)
Found:4 Checked:349 Candidates:10634  (AssReRouteOffice RefRespFS)
Found:4 Checked:350 Candidates:10633  (AssReRouteOffice RefRespGeneral)
